연번,자치구명,설치위치,세부 위치,설치 장소 유형,수거 쓰레기 종류,위도,경도,행정동코드,행정동,처리방식
4882,관악구,관악로 145,관악구청 앞,도로변(횡단보도 포함),재활용쓰레기,37.4782107,126.9515012,11210800.0,청룡동,정상 지오코딩
4883,관악구,관악로 161,"서울대입구역 3번 출구 직진, 베스킨 라빈슨 앞",도로변(횡단보도 포함),일반쓰레기,37.4796071,126.9521839,11210800.0,청룡동,정상 지오코딩
4884,관악구,관악로 161,"서울대입구역 3번 출구 직진, 베스킨 라빈슨 앞",도로변(횡단보도 포함),재활용쓰레기,37.4796071,126.9521839,11210800.0,청룡동,정상 지오코딩
4885,관악구,관악로 169,서울대입구역 버스정류장 (21330),"정류소(버스,택시 등)",일반쓰레기,37.4803497,126.9522579,11210800.0,청룡동,정상 지오코딩
4886,관악구,관악로 169,서울대입구역 버스정류장 (21330),"정류소(버스,택시 등)",재활용쓰레기,37.4803497,126.9522579,11210800.0,청룡동,정상 지오코딩
4887,관악구,남부순환로 1814,"서울대입구역 4번 출구 직진, 우리은행 앞",지하철역 입구,일반쓰레기,37.4810358,126.9515661,11210800.0,청룡동,정상 지오코딩
4888,관악구,남부순환로 1817,서울대입구역 5번 출구,지하철역 입구,일반쓰레기,37.4816412,126.9521444,11210610.0,중앙동,정상 지오코딩
4889,관악구,남부순환로 1817,서울대입구역 5번 출구,지하철역 입구,재활용쓰레기,37.4816412,126.9521444,11210610.0,중앙동,정상 지오코딩
4890,관악구,관악로 185,서울대입구역 6번 출구,지하철역 입구,일반쓰레기,37.4817919,126.9526562,11210610.0,중앙동,정상 지오코딩
4891,관악구,남부순환로 1831,서울대입구역 8번 출구,지하철역 입구,일반쓰레기,37.481194,126.9536733,11210570.0,행운동,정상 지오코딩
4892,관악구,남부순환로 1830,서울대입구역 1번 출구,지하철역 입구,일반쓰레기,37.4807765,126.9531729,11210580.0,낙성대동,정상 지오코딩
4893,관악구,관악로 172 ,서울대입구역 2번 출구,지하철역 입구,일반쓰레기,37.4805127,126.9529494,11210580.0,낙성대동,정상 지오코딩
4894,관악구,관악로 164,"서울대입구역 2번 출구 직진, 공차 앞",도로변(횡단보도 포함),일반쓰레기,37.4797395,126.9528756,11210580.0,낙성대동,정상 지오코딩
4895,관악구,관악로 164,"서울대입구역 2번 출구 직진, 공차 앞",도로변(횡단보도 포함),재활용쓰레기,37.4797395,126.9528756,11210580.0,낙성대동,정상 지오코딩
4896,관악구,봉천로 219,달래해장 당곡역점 앞,도로변(횡단보도 포함),재활용쓰레기,37.4901328,126.9261527,11210520.0,보라매동,정상 지오코딩
4897,관악구,난곡로 359,올리브영 앞,"정류소(버스,택시 등)",일반쓰레기,37.4860944,126.9134881,11210720.0,조원동,정상 지오코딩
4898,관악구,난곡로 359,올리브영 앞,"정류소(버스,택시 등)",재활용쓰레기,37.4860944,126.9134881,11210720.0,조원동,정상 지오코딩
4899,관악구,관악구 신림동 1655,구로디지털단지역 정류소(21-001),"정류소(버스,택시 등)",일반쓰레기,37.483538,126.902466,11210720.0,조원동,정상 지오코딩
4900,관악구,관악구 신림동 1655,구로디지털단지역 정류소(21-001),"정류소(버스,택시 등)",일반쓰레기,37.483538,126.902466,11210720.0,조원동,정상 지오코딩
4901,관악구,은천로 179,중앙동성당앞 버스정류장 (21197),"정류소(버스,택시 등)",재활용쓰레기,37.4858761,126.9556594,11210790.0,성현동,정상 지오코딩
4902,관악구,관악로 198,서울대입구역2호선 버스정류장 (21540),"정류소(버스,택시 등)",재활용쓰레기,37.4825379,126.9539758,11210570.0,행운동,정상 지오코딩
4903,관악구,봉천로 482,"서울대입구 7번 출구 직진, KT대리점",도로변(횡단보도 포함),재활용쓰레기,37.4817364,126.9534,11210570.0,행운동,정상 지오코딩
4904,관악구,관악로 185,서울대입구역 6번 출구,지하철역 입구,재활용쓰레기,37.4817919,126.9526562,11210610.0,중앙동,정상 지오코딩
4905,관악구,남부순환로 1831,서울대입구역 8번 출구,지하철역 입구,재활용쓰레기,37.481194,126.9536733,11210570.0,행운동,정상 지오코딩
4906,관악구,신림로46길 1,서원역 앞,지하철역 입구,일반쓰레기,37.478457,126.9330222,11210640.0,서원동,정상 지오코딩
4907,관악구,신림로46길 1,서원역 앞,지하철역 입구,재활용쓰레기,37.478457,126.9330222,11210640.0,서원동,정상 지오코딩
4908,관악구,관악로242,강남고려병원 앞,도로변(횡단보도 포함),일반쓰레기,37.4856188,126.9567817,11210570.0,행운동,정상 지오코딩
4909,관악구,관악로242,강남고려병원 앞,도로변(횡단보도 포함),재활용쓰레기,37.4856188,126.9567817,11210570.0,행운동,정상 지오코딩
4910,관악구,낙성대로 77,낙성대공원 버스정류장 (21738),"정류소(버스,택시 등)",일반쓰레기,37.4719721,126.959371,11210580.0,낙성대동,정상 지오코딩
4911,관악구,낙성대로 77,낙성대공원 버스정류장 (21738),"정류소(버스,택시 등)",재활용쓰레기,37.4719721,126.959371,11210580.0,낙성대동,정상 지오코딩
4912,관악구,남부순환로 1592,신림역 4번출구(와인갤러리 앞) ,"정류소(버스,택시 등)",일반쓰레기,37.4836907,126.9275832,11210640.0,서원동,정상 지오코딩
4913,관악구,남부순환로 1592,신림역 4번출구(와인갤러리 앞) ,"정류소(버스,택시 등)",재활용쓰레기,37.4836907,126.9275832,11210640.0,서원동,정상 지오코딩
4914,관악구,호암로 417,산장아파트 버스정류장(21170),"정류소(버스,택시 등)",일반쓰레기,37.4613351,126.9274799,11210820.0,삼성동,정상 지오코딩
4915,관악구,호암로 417,산장아파트 버스정류장(21170),"정류소(버스,택시 등)",재활용쓰레기,37.4613351,126.9274799,11210820.0,삼성동,정상 지오코딩
4916,관악구,호암로 498,신우초등학교 버스정류장(21175),"정류소(버스,택시 등)",일반쓰레기,37.4632725,126.9325352,11210820.0,삼성동,정상 지오코딩
4917,관악구,호암로 498,신우초등학교 버스정류장(21175),"정류소(버스,택시 등)",재활용쓰레기,37.4632725,126.9325352,11210820.0,삼성동,정상 지오코딩
4918,관악구,신림로 160,서울대벤처타운역1번출구 버스정류장(21145),"정류소(버스,택시 등)",일반쓰레기,37.4731477,126.9337508,11210660.0,서림동,정상 지오코딩
4919,관악구,신림로 160,서울대벤처타운역1번출구 버스정류장(21145),"정류소(버스,택시 등)",재활용쓰레기,37.4731477,126.9337508,11210660.0,서림동,정상 지오코딩
4920,관악구,남부순환로 1734 ,봉천역 1번출구 앞,"정류소(버스,택시 등)",일반쓰레기,37.4819857,126.9427729,11210800.0,청룡동,정상 지오코딩
4921,관악구,남부순환로 1734 ,봉천역 1번출구 앞,"정류소(버스,택시 등)",재활용쓰레기,37.4819857,126.9427729,11210800.0,청룡동,정상 지오코딩
4922,관악구,난곡로 162,관악구난곡보건분소 앞,도로변(횡단보도 포함),재활용쓰레기,37.4694916,126.9203288,11210810.0,난곡동,정상 지오코딩
4923,관악구,난곡로 162,관악구난곡보건분소 앞,도로변(횡단보도 포함),일반쓰레기,37.4694916,126.9203288,11210810.0,난곡동,정상 지오코딩
4924,관악구,남부순환로 1534,남서울중 성보중고등학교 버스정류장(21116),"정류소(버스,택시 등)",일반쓰레기,37.4827497,126.921068,11210830.0,미성동,정상 지오코딩
4925,관악구,남부순환로 1534,남서울중 성보중고등학교 버스정류장(21116),"정류소(버스,택시 등)",재활용쓰레기,37.4827497,126.921068,11210830.0,미성동,정상 지오코딩
4926,관악구,관악로 168,서울대입구역 2번 출구 앞 버스정류장(21252),도로변(횡단보도 포함),재활용쓰레기,37.4802159,126.9529848,11210580.0,낙성대동,정상 지오코딩
4927,관악구,남부순환로 1814,"서울대입구역 4번 출구 직진, 우리은행 앞",지하철역 입구,재활용쓰레기,37.4810358,126.9515661,11210800.0,청룡동,정상 지오코딩
4928,관악구,관악로 40길,봉천고개관악현대아파트 버스정류장 (20986),"정류소(버스,택시 등)",재활용쓰레기,37.4918402,126.9589782,11210540.0,청림동,정상 지오코딩
4929,관악구,남부순환로 1490,난곡입구 버스정류장 (21115),"정류소(버스,택시 등)",재활용쓰레기,37.4818529,126.916112,11210830.0,미성동,정상 지오코딩
4930,관악구,과천대로,사당역 버스정류장 (21028),"정류소(버스,택시 등)",재활용쓰레기,37.4676786,126.9868885,11210630.0,남현동,정상 지오코딩
4931,관악구,호암로 546,미림여자정보과학고등학교 앞,도로변(횡단보도 포함),재활용쓰레기,37.4661018,126.9319279,11210730.0,대학동,정상 지오코딩
4932,관악구,신림로 375,동신공인중개사 앞,도로변(횡단보도 포함),재활용쓰레기,37.4876525,126.9285162,11210690.0,신림동,정상 지오코딩
4933,관악구,낙성대로 42,낙성대현대아파트 버스정류장(21844) 기둥 옆,"정류소(버스,택시 등)",일반쓰레기,37.4740893,126.9580246,11210580.0,낙성대동,정상 지오코딩
4934,관악구,낙성대로 42,낙성대현대아파트 버스정류장(21844) 기둥 옆,"정류소(버스,택시 등)",재활용쓰레기,37.4740893,126.9580246,11210580.0,낙성대동,정상 지오코딩
4935,관악구,낙성대로 70,관악복합평생교육센터 앞 신호등 옆 나무,도로변(횡단보도 포함),일반쓰레기,37.4722179,126.9583352,11210580.0,낙성대동,정상 지오코딩
4936,관악구,낙성대로 70,관악복합평생교육센터 앞 신호등 옆 나무,도로변(횡단보도 포함),재활용쓰레기,37.4722179,126.9583352,11210580.0,낙성대동,정상 지오코딩
4937,관악구,낙성대로 76,낙성대공원.관악복합평생교육센터 버스정류장(21858) 기둥 앞,"정류소(버스,택시 등)",일반쓰레기,37.4717157,126.9582321,11210580.0,낙성대동,정상 지오코딩
4938,관악구,낙성대로 76,낙성대공원.관악복합평생교육센터 버스정류장(21858) 기둥 앞,"정류소(버스,택시 등)",재활용쓰레기,37.4717157,126.9582321,11210580.0,낙성대동,정상 지오코딩
4939,관악구,낙성대로 76 맞은편,가로수 옆,도로변(횡단보도 포함),일반쓰레기,37.4717157,126.9582321,11210580.0,낙성대동,정상 지오코딩
4940,관악구,낙성대로 76 맞은편,가로수 옆,도로변(횡단보도 포함),재활용쓰레기,37.4717157,126.9582321,11210580.0,낙성대동,정상 지오코딩
4941,관악구,낙성대로 96,강감찬도시농업센터 담장끝 나무 앞,도로변(횡단보도 포함),일반쓰레기,37.4699519,126.9576611,11210580.0,낙성대동,정상 지오코딩
4942,관악구,낙성대로 96,강감찬도시농업센터 담장끝 나무 앞,도로변(횡단보도 포함),재활용쓰레기,37.4699519,126.9576611,11210580.0,낙성대동,정상 지오코딩
4943,관악구,낙성대로 96,서울융합과학교육원 버스정류장(21864) 전봇대 옆,"정류소(버스,택시 등)",일반쓰레기,37.4699519,126.9576611,11210580.0,낙성대동,정상 지오코딩
4944,관악구,낙성대로 96,서울융합과학교육원 버스정류장(21864) 전봇대 옆,"정류소(버스,택시 등)",재활용쓰레기,37.4699519,126.9576611,11210580.0,낙성대동,정상 지오코딩
4945,관악구,봉천동 738-52,서울융합과학교육원 버스정류장(21689) ,"정류소(버스,택시 등)",일반쓰레기,37.4694935,126.9584981,11210580.0,낙성대동,정상 지오코딩
4946,관악구,봉천동 738-52,서울융합과학교육원 버스정류장(21689) ,"정류소(버스,택시 등)",재활용쓰레기,37.4694935,126.9584981,11210580.0,낙성대동,정상 지오코딩
4947,관악구,낙성대로 101,서울융합과학교육원 주차장 앞 신호등 옆,도로변(횡단보도 포함),일반쓰레기,37.4688289,126.9593828,11210580.0,낙성대동,정상 지오코딩
4948,관악구,낙성대로 101,서울융합과학교육원 주차장 앞 신호등 옆,도로변(횡단보도 포함),재활용쓰레기,37.4688289,126.9593828,11210580.0,낙성대동,정상 지오코딩
4949,관악구,낙성대로 37,낙성대현대아파트 버스정류장(21752) 가로수 옆,"정류소(버스,택시 등)",일반쓰레기,37.4752365,126.9593965,11210580.0,낙성대동,정상 지오코딩
4950,관악구,낙성대로 37,낙성대현대아파트 버스정류장(21752) 가로수 옆,"정류소(버스,택시 등)",재활용쓰레기,37.4752365,126.9593965,11210580.0,낙성대동,정상 지오코딩
4951,관악구,낙성대로 23,인헌초등학교 버스정류장(21765) 뒤쪽,"정류소(버스,택시 등)",일반쓰레기,37.4767754,126.9598758,11210580.0,낙성대동,정상 지오코딩
4952,관악구,낙성대로 23,인헌초등학교 버스정류장(21765) 뒤쪽,"정류소(버스,택시 등)",재활용쓰레기,37.4767754,126.9598758,11210580.0,낙성대동,정상 지오코딩
4953,관악구,과천대로 851,남태령역 버스정류장(21163),"정류소(버스,택시 등)",일반쓰레기,37.4665469,126.9872769,11210630.0,남현동,정상 지오코딩
4954,관악구,과천대로 851,남태령역 버스정류장(21163),"정류소(버스,택시 등)",재활용쓰레기,37.4665469,126.9872769,11210630.0,남현동,정상 지오코딩
4955,관악구,서초구 방배동 2956-2,남태령역 버스정류장(22026),"정류소(버스,택시 등)",일반쓰레기,37.46425,126.9890853,11220630.0,방배2동,API 재시도-키워드검색-핵심지명
4956,관악구,서초구 방배동 2956-2,남태령역 버스정류장(22026),"정류소(버스,택시 등)",재활용쓰레기,37.46425,126.9890853,11220630.0,방배2동,API 재시도-키워드검색-핵심지명
4957,관악구,신림로 137,KB국민은행 신림남부지점 앞 가로수,도로변(횡단보도 포함),재활용쓰레기,37.4711521,126.9340553,11210730.0,대학동,정상 지오코딩
4958,관악구,신림로 137,KB국민은행 신림남부지점 앞 가로수,도로변(횡단보도 포함),일반쓰레기,37.4711521,126.9340553,11210730.0,대학동,정상 지오코딩
4959,관악구,남부순환로 1512,호림박물관 버스정류장(21361) 가로등 옆,"정류소(버스,택시 등)",일반쓰레기,37.4823229,126.9186732,11210830.0,미성동,정상 지오코딩
4960,관악구,남부순환로 1512,호림박물관 버스정류장(21361) 가로등 옆,"정류소(버스,택시 등)",재활용쓰레기,37.4823229,126.9186732,11210830.0,미성동,정상 지오코딩
4961,관악구,난향삼거리 부근,삼성산주공아파트 버스정류장(21174) 벽쪽으로 붙여서,"정류소(버스,택시 등)",일반쓰레기,37.4625082,126.9261306,11210820.0,삼성동,API 재시도-키워드검색-핵심지명
4962,관악구,난향삼거리 부근,삼성산주공아파트 버스정류장(21174) 벽쪽으로 붙여서,"정류소(버스,택시 등)",재활용쓰레기,37.4625082,126.9261306,11210820.0,삼성동,API 재시도-키워드검색-핵심지명
4963,관악구,신림로 169,e마트 24 편의점 앞 가로수,도로변(횡단보도 포함),일반쓰레기,37.4742374,126.933712,11210660.0,서림동,정상 지오코딩
4964,관악구,신림로 169,e마트 24 편의점 앞 가로수,도로변(횡단보도 포함),재활용쓰레기,37.4742374,126.933712,11210660.0,서림동,정상 지오코딩
4965,관악구,관악로1,서울대학교 버스정류장(21376) 뒤쪽으로 붙여서,"정류소(버스,택시 등)",일반쓰레기,37.4662873,126.9481564,11210730.0,대학동,정상 지오코딩
4966,관악구,관악로1,서울대학교 버스정류장(21376) 뒤쪽으로 붙여서,"정류소(버스,택시 등)",재활용쓰레기,37.4662873,126.9481564,11210730.0,대학동,정상 지오코딩
4967,관악구,신림로 222,신림2교 버스정류장(21375),"정류소(버스,택시 등)",일반쓰레기,37.4775383,126.9369599,11210640.0,서원동,정상 지오코딩
4968,관악구,신림로 222,신림2교 버스정류장(21375),"정류소(버스,택시 등)",재활용쓰레기,37.4775383,126.9369599,11210640.0,서원동,정상 지오코딩
4969,관악구,신원로 35,삼모더프라임타워 뒤편 탐앤탐스 맞은편 테라스 부근,도로변(횡단보도 포함),일반쓰레기,37.4823122,126.9290234,11210640.0,서원동,정상 지오코딩
4970,관악구,신원로 35,삼모더프라임타워 뒤편 탐앤탐스 맞은편 테라스 부근,도로변(횡단보도 포함),재활용쓰레기,37.4823122,126.9290234,11210640.0,서원동,정상 지오코딩
4971,관악구,신원로 35,삼모더프라임타워 뒤편 탐앤탐스 맞은편 테라스 부근,도로변(횡단보도 포함),일반쓰레기,37.4823122,126.9290234,11210640.0,서원동,정상 지오코딩
4972,관악구,신원로 35,삼모더프라임타워 뒤편 탐앤탐스 맞은편 테라스 부근,도로변(횡단보도 포함),재활용쓰레기,37.4823122,126.9290234,11210640.0,서원동,정상 지오코딩
4973,관악구,은천로 133,신영자동차공업사 앞,도로변(횡단보도 포함),일반쓰레기,37.4867241,126.9501202,11210790.0,성현동,정상 지오코딩
4974,관악구,은천로 133,신영자동차공업사 앞,도로변(횡단보도 포함),재활용쓰레기,37.4867241,126.9501202,11210790.0,성현동,정상 지오코딩
4975,관악구,성현로 80,관악드림타운북문 버스정류장(21242) 가로수 옆,"정류소(버스,택시 등)",일반쓰레기,37.4898474,126.9529855,11210790.0,성현동,정상 지오코딩
4976,관악구,성현로 80,관악드림타운북문 버스정류장(21242) 가로수 옆,"정류소(버스,택시 등)",재활용쓰레기,37.4898474,126.9529855,11210790.0,성현동,정상 지오코딩
4977,관악구,성현로 80,관악드림타운115동 버스정류장(21240) 전봇대 옆,"정류소(버스,택시 등)",일반쓰레기,37.4898474,126.9529855,11210790.0,성현동,정상 지오코딩
4978,관악구,성현로 80,관악드림타운115동 버스정류장(21240) 전봇대 옆,"정류소(버스,택시 등)",재활용쓰레기,37.4898474,126.9529855,11210790.0,성현동,정상 지오코딩
4979,관악구,남부순환로 1643,관악우체국.에이치플러스양지병원 버스정류장(21261) 전봇대 옆,"정류소(버스,택시 등)",일반쓰레기,37.4850142,126.9331367,11210690.0,신림동,정상 지오코딩
4980,관악구,남부순환로 1643,관악우체국.에이치플러스양지병원 버스정류장(21261) 전봇대 옆,"정류소(버스,택시 등)",재활용쓰레기,37.4850142,126.9331367,11210690.0,신림동,정상 지오코딩
4981,관악구,남부순환로 1653,양지병원 의생명연구원 앞 따릉이 표지판 옆,도로변(횡단보도 포함),일반쓰레기,37.4851707,126.9344373,11210780.0,은천동,정상 지오코딩
4982,관악구,남부순환로 1653,양지병원 의생명연구원 앞 따릉이 표지판 옆,도로변(횡단보도 포함),재활용쓰레기,37.4851707,126.9344373,11210780.0,은천동,정상 지오코딩
4983,관악구,남부순환로 1761,서원빌딩 앞,도로변(횡단보도 포함),일반쓰레기,37.482243,126.9459861,11210780.0,은천동,정상 지오코딩
4984,관악구,남부순환로 1761,서원빌딩 앞,도로변(횡단보도 포함),재활용쓰레기,37.482243,126.9459861,11210780.0,은천동,정상 지오코딩
4985,관악구,은천로 174,중앙동성당 버스정류장(21196) 전기함과 전봇대 사이,"정류소(버스,택시 등)",일반쓰레기,37.4856971,126.9541767,11210610.0,중앙동,정상 지오코딩
4986,관악구,은천로 174,중앙동성당 버스정류장(21196) 전기함과 전봇대 사이,"정류소(버스,택시 등)",재활용쓰레기,37.4856971,126.9541767,11210610.0,중앙동,정상 지오코딩
4987,관악구,양녕로 12,관악신협 본점 앞,도로변(횡단보도 포함),일반쓰레기,37.4830909,126.9466826,11210610.0,중앙동,정상 지오코딩
4988,관악구,양녕로 12,관악신협 본점 앞,도로변(횡단보도 포함),재활용쓰레기,37.4830909,126.9466826,11210610.0,중앙동,정상 지오코딩
4989,관악구,쑥고개로 29,쑥고개 버스정류장(21181) 옆 소화전 바로옆(세차장 맞은편),"정류소(버스,택시 등)",일반쓰레기,37.4785687,126.9399697,11210800.0,청룡동,정상 지오코딩
4990,관악구,쑥고개로 29,쑥고개 버스정류장(21181) 옆 소화전 바로옆(세차장 맞은편),"정류소(버스,택시 등)",재활용쓰레기,37.4785687,126.9399697,11210800.0,청룡동,정상 지오코딩
4991,관악구,쑥고개로 100,생모리츠타운 버스정류장(21184) 뒤편으로 붙여서,"정류소(버스,택시 등)",일반쓰레기,37.4789463,126.9476488,11210800.0,청룡동,정상 지오코딩
4992,관악구,쑥고개로 100,생모리츠타운 버스정류장(21184) 뒤편으로 붙여서,"정류소(버스,택시 등)",재활용쓰레기,37.4789463,126.9476488,11210800.0,청룡동,정상 지오코딩
4993,관악구,남부순환로 1704,강남효요양병원앞 가로등 옆,도로변(횡단보도 포함),일반쓰레기,37.4830441,126.9393971,11210800.0,청룡동,정상 지오코딩
4994,관악구,남부순환로 1704,강남효요양병원앞 가로등 옆,도로변(횡단보도 포함),재활용쓰레기,37.4830441,126.9393971,11210800.0,청룡동,정상 지오코딩
4995,관악구,남부순환로 1768,노브랜드 피자 앞 소화전 옆,도로변(횡단보도 포함),일반쓰레기,37.4816628,126.9463608,11210800.0,청룡동,정상 지오코딩
4996,관악구,남부순환로 1768,노브랜드 피자 앞 소화전 옆,도로변(횡단보도 포함),재활용쓰레기,37.4816628,126.9463608,11210800.0,청룡동,정상 지오코딩
4997,관악구,관악로 228,봉원중학교.행운동우성아파트 버스정류장(21132) 옆 전봇대,"정류소(버스,택시 등)",일반쓰레기,37.4858643,126.955955,11210790.0,성현동,인근 도로명번지 추정(번지차 9)
4998,관악구,관악로 228,봉원중학교.행운동우성아파트 버스정류장(21132) 옆 전봇대,"정류소(버스,택시 등)",재활용쓰레기,37.4858643,126.955955,11210790.0,성현동,인근 도로명번지 추정(번지차 9)
4999,관악구,남부순환로 1935,낙성대역 8번 출구 입구,지하철역 입구,일반쓰레기,37.4769913,126.9644863,11210570.0,행운동,정상 지오코딩
5000,관악구,남부순환로 1935,낙성대역 8번 출구 입구,지하철역 입구,재활용쓰레기,37.4769913,126.9644863,11210570.0,행운동,정상 지오코딩
5001,관악구,남부순환로 1903,포트캔커피 낙성대점 앞(가로수와 가로수 사이 빈공간),"정류소(버스,택시 등)",일반쓰레기,37.478373,126.9609662,11210570.0,행운동,정상 지오코딩
5002,관악구,남부순환로 1903,포트캔커피 낙성대점 앞(가로수와 가로수 사이 빈공간),"정류소(버스,택시 등)",재활용쓰레기,37.478373,126.9609662,11210570.0,행운동,정상 지오코딩
5003,관악구,남부순환로 1933,낙성대역 7번 출구 앞,지하철역 입구,일반쓰레기,37.4771333,126.9641473,11210570.0,행운동,정상 지오코딩
5004,관악구,남부순환로 1933,낙성대역 7번 출구 앞,지하철역 입구,재활용쓰레기,37.4771333,126.9641473,11210570.0,행운동,정상 지오코딩
5005,관악구,봉천로 505,서울원당초등학교 앞(펜스 쪽),도로변(횡단보도 포함),일반쓰레기,37.4813048,126.9557666,11210570.0,행운동,정상 지오코딩
5006,관악구,봉천로 505,서울원당초등학교 앞(펜스 쪽),도로변(횡단보도 포함),재활용쓰레기,37.4813048,126.9557666,11210570.0,행운동,정상 지오코딩
5007,관악구,관천로 89,서울자동차공업사 앞,도로변(횡단보도 포함),일반쓰레기,37.4862,126.9229098,11210680.0,신사동,정상 지오코딩
5008,관악구,관천로 89,서울자동차공업사 앞,도로변(횡단보도 포함),재활용쓰레기,37.4862,126.9229098,11210680.0,신사동,정상 지오코딩
5009,관악구,관천로 95,일심기사식당 맞은편 도림천쪽 ,도로변(횡단보도 포함),일반쓰레기,37.4869971,126.9223915,11210680.0,신사동,정상 지오코딩
5010,관악구,관천로 95,일심기사식당 맞은편 도림천쪽 ,도로변(횡단보도 포함),재활용쓰레기,37.4869971,126.9223915,11210680.0,신사동,정상 지오코딩
5011,관악구,조원로 148,신사동주민센터 옆 교회 앞 전봇대 옆,도로변(횡단보도 포함),일반쓰레기,37.4855264,126.9188923,11210680.0,신사동,정상 지오코딩
5012,관악구,조원로 148,신사동주민센터 옆 교회 앞 전봇대 옆,도로변(횡단보도 포함),재활용쓰레기,37.4855264,126.9188923,11210680.0,신사동,정상 지오코딩
5013,관악구,남부순환로 1429,관악구보훈회관 부근 공사장 앞 전봇대 옆,도로변(횡단보도 포함),일반쓰레기,37.4811776,126.9095731,11210720.0,조원동,정상 지오코딩
5014,관악구,남부순환로 1429,관악구보훈회관 부근 공사장 앞 전봇대 옆,도로변(횡단보도 포함),재활용쓰레기,37.4811776,126.9095731,11210720.0,조원동,정상 지오코딩
5015,관악구,조원로 25,힐스테이트 뉴포레아파트 뒤편 놀이터 부근 대로변(신사로),도로변(횡단보도 포함),일반쓰레기,37.4837083,126.9054333,11210720.0,조원동,정상 지오코딩
5016,관악구,조원로 25,힐스테이트 뉴포레아파트 뒤편 놀이터 부근 대로변(신사로),도로변(횡단보도 포함),재활용쓰레기,37.4837083,126.9054333,11210720.0,조원동,정상 지오코딩
5017,관악구,남부순환로 1383,독도참치 앞 신호등 부근,도로변(횡단보도 포함),일반쓰레기,37.4802505,126.9044696,11210720.0,조원동,정상 지오코딩
5018,관악구,남부순환로 1383,독도참치 앞 신호등 부근,도로변(횡단보도 포함),재활용쓰레기,37.4802505,126.9044696,11210720.0,조원동,정상 지오코딩
5019,관악구,쑥고개로 97,오븐마루 앞,도로변(횡단보도 포함),일반쓰레기,37.4793042,126.9474845,11210800.0,청룡동,정상 지오코딩
5020,관악구,난곡로 211,건물 앞 가로수 옆,도로변(횡단보도 포함),일반쓰레기,37.4735972,126.9180189,11210810.0,난곡동,정상 지오코딩
5021,관악구,난곡로 211,건물 앞 가로수 옆,도로변(횡단보도 포함),재활용쓰레기,37.4735972,126.9180189,11210810.0,난곡동,정상 지오코딩
5022,관악구,난곡로 162,난곡보건분소 맞은편 대로변 가로수 옆,도로변(횡단보도 포함),일반쓰레기,37.4694916,126.9203288,11210810.0,난곡동,정상 지오코딩
5023,관악구,난곡로 162,난곡보건분소 맞은편 대로변 가로수 옆,도로변(횡단보도 포함),재활용쓰레기,37.4694916,126.9203288,11210810.0,난곡동,정상 지오코딩
5024,관악구,난곡로 93,난향동공영차고지(21502) 앞 전봇대 옆,도로변(횡단보도 포함),일반쓰레기,37.4638666,126.9184265,11210710.0,난향동,정상 지오코딩
5025,관악구,난곡로 93,난향동공영차고지(21502) 앞 전봇대 옆,도로변(횡단보도 포함),재활용쓰레기,37.4638666,126.9184265,11210710.0,난향동,정상 지오코딩
5026,관악구,관악구 문성로 187,관악세무서 앞 버스정류장(21792),"정류소(버스,택시 등)",일반쓰레기,37.4793364,126.9243295,11210650.0,신원동,정상 지오코딩
5027,관악구,관악구 문성로 187,관악세무서 앞 버스정류장(21792),"정류소(버스,택시 등)",재활용쓰레기,37.4793364,126.9243295,11210650.0,신원동,정상 지오코딩
5028,관악구,낙성대로15길 66,인헌아파트 버스정류장(21663) 전화 부스 앞,"정류소(버스,택시 등)",일반쓰레기,37.4680348,126.961769,11210580.0,낙성대동,정상 지오코딩
5029,관악구,낙성대로15길 66,인헌아파트 버스정류장(21663) 전화 부스 앞,"정류소(버스,택시 등)",재활용쓰레기,37.4680348,126.961769,11210580.0,낙성대동,정상 지오코딩
5030,관악구,난곡로282,삼모프라임과 나은요양원 사이 전봇대 나무 사이,도로변(횡단보도 포함),일반쓰레기,37.4791377,126.9152774,11210830.0,미성동,정상 지오코딩
5031,관악구,난곡로282,삼모프라임과 나은요양원 사이 전봇대 나무 사이,도로변(횡단보도 포함),재활용쓰레기,37.4791377,126.9152774,11210830.0,미성동,정상 지오코딩
5032,관악구,신림동길 14,신림동 주민센터 입구 앞,도로변(횡단보도 포함),일반쓰레기,37.4870561,126.9266175,11210690.0,신림동,인근 도로명번지 추정(번지차 5)
5033,관악구,신림동길 14,신림동 주민센터 입구 앞,도로변(횡단보도 포함),재활용쓰레기,37.4870561,126.9266175,11210690.0,신림동,인근 도로명번지 추정(번지차 5)
5034,관악구,관악로 97,관악소방서 앞 단속중 표시 밑,도로변(횡단보도 포함),일반쓰레기,37.4741248,126.9526855,11210800.0,청룡동,정상 지오코딩
5035,관악구,관악로 97,관악소방서 앞 단속중 표시 밑,도로변(횡단보도 포함),재활용쓰레기,37.4741248,126.9526855,11210800.0,청룡동,정상 지오코딩
5036,관악구,관악로 85,서울여상.서울문영여중고앞 버스정류장(21141) 옆 가로수쪽,"정류소(버스,택시 등)",일반쓰레기,37.4729046,126.9509181,11210800.0,청룡동,정상 지오코딩
5037,관악구,관악로 85,서울여상.서울문영여중고앞 버스정류장(21141) 옆 가로수쪽,"정류소(버스,택시 등)",재활용쓰레기,37.4729046,126.9509181,11210800.0,청룡동,정상 지오코딩
