연번,자치구명,설치위치,세부 위치,설치 장소 유형,수거 쓰레기 종류,위도,경도,행정동코드,행정동,처리방식
1,종로구,사직로 125,경복궁역 4번출구,지하철역 입구,일반쓰레기,37.5761344,126.972895,11010530.0,사직동,정상 지오코딩
2,종로구,사직로 125,경복궁역 4번출구,지하철역 입구,재활용쓰레기,37.5761344,126.972895,11010530.0,사직동,정상 지오코딩
3,종로구,자하문로4길 6,스타벅스 앞,도로변(횡단보도 포함),일반쓰레기,37.5771839,126.9726349,11010530.0,사직동,정상 지오코딩
4,종로구,자하문로4길 6,스타벅스 앞,도로변(횡단보도 포함),재활용쓰레기,37.5771839,126.9726349,11010530.0,사직동,정상 지오코딩
5,종로구,자하문로 13-2 ,더 바움 앞,도로변(횡단보도 포함),일반쓰레기,37.5773766,126.9719681,11010530.0,사직동,정상 지오코딩
6,종로구,자하문로 13-2 ,더 바움 앞,도로변(횡단보도 포함),재활용쓰레기,37.5773766,126.9719681,11010530.0,사직동,정상 지오코딩
7,종로구,효자로13길 45,청와대 사랑채 분수대 광장,도로변(횡단보도 포함),일반쓰레기,37.5825449,126.9730593,11010720.0,청운효자동,정상 지오코딩
8,종로구,효자로13길 45,청와대 사랑채 분수대 광장,도로변(횡단보도 포함),재활용쓰레기,37.5825449,126.9730593,11010720.0,청운효자동,정상 지오코딩
9,종로구,자하문로1길 32,서촌 친구네 앞,상가지역,담배꽁초 수거함,37.5765367,126.9706323,11010530.0,사직동,정상 지오코딩
10,종로구,종로11길 9-24,담장 앞,도로변(횡단보도 포함),담배꽁초 수거함,37.5709914,126.9848686,11010610.0,종로1·2·3·4가동,정상 지오코딩
11,종로구,자하문로1길 34,넘버원양꼬치 앞 ,상가지역,담배꽁초 수거함,37.5766124,126.9705504,11010530.0,사직동,정상 지오코딩
12,종로구,청계천로 75,공영주차장 앞,도로변(횡단보도 포함),담배꽁초 수거함,37.5685891,126.9859646,11010610.0,종로1·2·3·4가동,정상 지오코딩
13,종로구,우정국로2길 34,국찌족발 앞,상가지역,담배꽁초 수거함,37.5694595,126.9849451,11010610.0,종로1·2·3·4가동,정상 지오코딩
14,종로구,청계천로 187,바다극장 앞,상가지역,담배꽁초 수거함,37.569364,126.9984847,11010610.0,종로1·2·3·4가동,정상 지오코딩
15,종로구,청계천로 199-1,진양상사 앞,상가지역,담배꽁초 수거함,37.5695558,126.9998278,11010610.0,종로1·2·3·4가동,정상 지오코딩
16,종로구,청계천로 195,스왈라 앞,상가지역,담배꽁초 수거함,37.5694318,126.9992511,11010610.0,종로1·2·3·4가동,정상 지오코딩
17,종로구,종로 51,종로타워 뒤편,상가지역,일반쓰레기,37.5707451,126.9836114,11010610.0,종로1·2·3·4가동,정상 지오코딩
18,종로구,자하문로1길 5,술복궁 맞은편,상가지역,담배꽁초 수거함,37.576462,126.9721,11010530.0,사직동,정상 지오코딩
19,종로구,자하문로1길 3,안주마을 앞,상가지역,담배꽁초 수거함,37.5764582,126.9721721,11010530.0,사직동,정상 지오코딩
20,종로구,보문로1길 8,루밍하우스코리아 맞은편,도로변(횡단보도 포함),담배꽁초 수거함,37.5762812,127.0227123,11010710.0,숭인2동,정상 지오코딩
21,종로구,인사동16길 3-10,예당 카페 앞,상가지역,담배꽁초 수거함,37.5754098,126.9839572,11010610.0,종로1·2·3·4가동,정상 지오코딩
22,종로구,자하문로1길 44,청우부동산 앞,상가지역,담배꽁초 수거함,37.5771576,126.9698087,11010530.0,사직동,정상 지오코딩
23,종로구,보문로1길 8,루밍하우스코리아 맞은편,도로변(횡단보도 포함),담배꽁초 수거함,37.5762812,127.0227123,11010710.0,숭인2동,정상 지오코딩
24,종로구,자하문로1길 28,첫잔 앞,상가지역,담배꽁초 수거함,37.5765173,126.9707949,11010530.0,사직동,정상 지오코딩
25,종로구,신문로1가 141,광화문(중)(01-009),"정류소(버스,택시 등)",일반쓰레기,37.570159,126.9757971,11010530.0,사직동,정상 지오코딩
26,종로구,신문로1가 141,광화문(중)(01-009),"정류소(버스,택시 등)",재활용쓰레기,37.570159,126.9757971,11010530.0,사직동,정상 지오코딩
27,종로구,신문로1가 141,광화문(중)(01-009),"정류소(버스,택시 등)",일반쓰레기,37.570159,126.9757971,11010530.0,사직동,정상 지오코딩
28,종로구,신문로1가 141,광화문(중)(01-009),"정류소(버스,택시 등)",재활용쓰레기,37.570159,126.9757971,11010530.0,사직동,정상 지오코딩
29,종로구,청계천로 1,채널A 본사 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5695464,126.9780203,11010610.0,종로1·2·3·4가동,정상 지오코딩
30,종로구,청계천로 1,채널A 본사 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5695464,126.9780203,11010610.0,종로1·2·3·4가동,정상 지오코딩
31,종로구,사직로 103-19,만가 한식당 앞,상가지역,담배꽁초 수거함,37.5763842,126.9703763,11010530.0,사직동,정상 지오코딩
32,종로구,종로 30-1,종로분식 앞,도로변(횡단보도 포함),일반쓰레기,37.5699495,126.9807825,11010610.0,종로1·2·3·4가동,정상 지오코딩
33,종로구,종로 30-1 ,종로분식 앞,도로변(횡단보도 포함),재활용쓰레기,37.5699495,126.9807825,11010610.0,종로1·2·3·4가동,정상 지오코딩
34,종로구,종로1가 54,종로1가(중)(01-012),"정류소(버스,택시 등)",일반쓰레기,37.5702326,126.9814158,11010610.0,종로1·2·3·4가동,정상 지오코딩
35,종로구,종로1가 54,종로1가(중)(01-012),"정류소(버스,택시 등)",재활용쓰레기,37.5702326,126.9814158,11010610.0,종로1·2·3·4가동,정상 지오코딩
36,종로구,종로1가 54,종로1가(중)(01-012),"정류소(버스,택시 등)",일반쓰레기,37.5702326,126.9814158,11010610.0,종로1·2·3·4가동,정상 지오코딩
37,종로구,종로1가 54,종로1가(중)(01-012),"정류소(버스,택시 등)",재활용쓰레기,37.5702326,126.9814158,11010610.0,종로1·2·3·4가동,정상 지오코딩
38,종로구,종로1가 82-2,종로1가(중)(01-011),"정류소(버스,택시 등)",일반쓰레기,37.5702139,126.9797603,11010610.0,종로1·2·3·4가동,정상 지오코딩
39,종로구,종로1가 82-2,종로1가(중)(01-011),"정류소(버스,택시 등)",재활용쓰레기,37.5702139,126.9797603,11010610.0,종로1·2·3·4가동,정상 지오코딩
40,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",일반쓰레기,37.5703595,126.9863939,11010610.0,종로1·2·3·4가동,정상 지오코딩
41,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",재활용쓰레기,37.5703595,126.9863939,11010610.0,종로1·2·3·4가동,정상 지오코딩
42,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",일반쓰레기,37.5703595,126.9863939,11010610.0,종로1·2·3·4가동,정상 지오코딩
43,종로구,종로2가 15-1,종로2가 버스정류장(01-014),"정류소(버스,택시 등)",재활용쓰레기,37.5703595,126.9863939,11010610.0,종로1·2·3·4가동,정상 지오코딩
44,종로구,자하문로1길 6,세종마을음식문화거리,상가지역,담배꽁초 수거함,37.5765929,126.9720323,11010530.0,사직동,정상 지오코딩
45,종로구,종로 103-1,종로3가.탑골공원(01-015),"정류소(버스,택시 등)",일반쓰레기,37.5704452,126.9891342,11010610.0,종로1·2·3·4가동,정상 지오코딩
46,종로구,종로 103-1,종로3가.탑골공원(01-015),"정류소(버스,택시 등)",일반쓰레기,37.5704452,126.9891342,11010610.0,종로1·2·3·4가동,정상 지오코딩
47,종로구,종로 70,커피빈 앞,도로변(횡단보도 포함),일반쓰레기,37.5699113,126.9851694,11010610.0,종로1·2·3·4가동,정상 지오코딩
48,종로구,종로 70,커피빈 앞,도로변(횡단보도 포함),재활용쓰레기,37.5699113,126.9851694,11010610.0,종로1·2·3·4가동,정상 지오코딩
49,종로구,종로 80-2,메가커피 앞,도로변(횡단보도 포함),일반쓰레기,37.5699464,126.9864245,11010610.0,종로1·2·3·4가동,정상 지오코딩
50,종로구,종로 80-2,메가커피 앞,도로변(횡단보도 포함),재활용쓰레기,37.5699464,126.9864245,11010610.0,종로1·2·3·4가동,정상 지오코딩
51,종로구,종로 83,귀금속 도매상가 앞,도로변(횡단보도 포함),일반쓰레기,37.5704182,126.9867107,11010610.0,종로1·2·3·4가동,정상 지오코딩
52,종로구,종로 83,귀금속 도매상가 앞,도로변(횡단보도 포함),재활용쓰레기,37.5704182,126.9867107,11010610.0,종로1·2·3·4가동,정상 지오코딩
53,종로구,인사동길 1,남인사마당,도로변(횡단보도 포함),일반쓰레기,37.5742548,126.9848581,11010610.0,종로1·2·3·4가동,정상 지오코딩
54,종로구,인사동길 1 ,남인사마당,도로변(횡단보도 포함),재활용쓰레기,37.5742548,126.9848581,11010610.0,종로1·2·3·4가동,정상 지오코딩
55,종로구,율곡로 46 ,구 종로경찰서 앞,도로변(횡단보도 포함),일반쓰레기,37.576043,126.9838274,11010540.0,삼청동,인근 도로명번지 추정(번지차 7)
56,종로구,율곡로 46,구 종로경찰서 앞,도로변(횡단보도 포함),재활용쓰레기,37.576043,126.9838274,11010540.0,삼청동,인근 도로명번지 추정(번지차 7)
57,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",일반쓰레기,37.5703023,126.9780403,11010610.0,종로1·2·3·4가동,정상 지오코딩
58,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",재활용쓰레기,37.5703023,126.9780403,11010610.0,종로1·2·3·4가동,정상 지오코딩
59,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",일반쓰레기,37.5703023,126.9780403,11010610.0,종로1·2·3·4가동,정상 지오코딩
60,종로구,종로1가 1-3,광화문 버스정류소(01-010),"정류소(버스,택시 등)",재활용쓰레기,37.5703023,126.9780403,11010610.0,종로1·2·3·4가동,정상 지오코딩
61,종로구,세종대로 178 , KT광화문지사(01-118),"정류소(버스,택시 등)",일반쓰레기,37.5721506,126.9777916,11010610.0,종로1·2·3·4가동,정상 지오코딩
62,종로구,세종대로 178 , KT광화문지사(01-118),"정류소(버스,택시 등)",재활용쓰레기,37.5721506,126.9777916,11010610.0,종로1·2·3·4가동,정상 지오코딩
63,종로구,새문안로 97,광화문역7번출구(01-125),"정류소(버스,택시 등)",일반쓰레기,37.5706979,126.9753982,11010530.0,사직동,정상 지오코딩
64,종로구,새문안로 97,광화문역7번출구(01-125),"정류소(버스,택시 등)",재활용쓰레기,37.5706979,126.9753982,11010530.0,사직동,정상 지오코딩
65,종로구,새문안로 55,서울역사박물관 버스정류장(01-008),도로변(횡단보도 포함),일반쓰레기,37.5704968,126.9710752,11010530.0,사직동,정상 지오코딩
66,종로구,새문안로 55,서울역사박물관 버스정류장(01-007),도로변(횡단보도 포함),일반쓰레기,37.5704968,126.9710752,11010530.0,사직동,정상 지오코딩
67,종로구,통일로 134,디타워 돈의문 앞,도로변(횡단보도 포함),일반쓰레기,37.566735,126.9663572,11010580.0,교남동,정상 지오코딩
68,종로구,통일로 134,디타워 돈의문 앞,도로변(횡단보도 포함),재활용쓰레기,37.566735,126.9663572,11010580.0,교남동,정상 지오코딩
69,종로구,새문안로 3길,경복궁역 7번출구,지하철역 입구,일반쓰레기,37.5730378,126.9727092,11010530.0,사직동,정상 지오코딩
70,종로구,새문안로 3길,경복궁역 7번출구,지하철역 입구,재활용쓰레기,37.5730378,126.9727092,11010530.0,사직동,정상 지오코딩
71,종로구,돈화문로5가길 1,종로 피카디리 앞,상가지역,담배꽁초 수거함,37.5710275,126.9912303,11010610.0,종로1·2·3·4가동,정상 지오코딩
72,종로구,종로66길 15,꿀팁 앞,상가지역,담배꽁초 수거함,37.5741401,127.0220013,11010710.0,숭인2동,정상 지오코딩
73,종로구,수표로 122,종로진낙지,상가지역,담배꽁초 수거함,37.5721162,126.9890899,11010610.0,종로1·2·3·4가동,정상 지오코딩
74,종로구,수표로 122,종로진낙지,상가지역,담배꽁초 수거함,37.5721162,126.9890899,11010610.0,종로1·2·3·4가동,정상 지오코딩
75,종로구,사직로 103-4,진고기명가 앞,상가지역,담배꽁초 수거함,37.5763942,126.9706074,11010530.0,사직동,정상 지오코딩
76,종로구,종로2가 34-2,탑골공원 앞,도로변(횡단보도 포함),일반쓰레기,37.5703329,126.988639,11010610.0,종로1·2·3·4가동,정상 지오코딩
77,종로구,종로2가 34-2,탑골공원 앞,도로변(횡단보도 포함),재활용쓰레기,37.5703329,126.988639,11010610.0,종로1·2·3·4가동,정상 지오코딩
78,종로구,종로 113,오복플란트치과의원 건물 앞,도로변(횡단보도 포함),일반쓰레기,37.5705865,126.9901349,11010610.0,종로1·2·3·4가동,정상 지오코딩
79,종로구,종로 113,오복플란트치과의원 건물 앞,도로변(횡단보도 포함),재활용쓰레기,37.5705865,126.9901349,11010610.0,종로1·2·3·4가동,정상 지오코딩
80,종로구,종로 94,버거킹 종로점 앞,도로변(횡단보도 포함),일반쓰레기,37.5699451,126.9880874,11010610.0,종로1·2·3·4가동,정상 지오코딩
81,종로구,종로 94,버거킹 종로점 앞,도로변(횡단보도 포함),재활용쓰레기,37.5699451,126.9880874,11010610.0,종로1·2·3·4가동,정상 지오코딩
82,종로구,돈화문로5가길 4,금거래소 앞,도로변(횡단보도 포함),담배꽁초 수거함,37.5709837,126.9918035,11010610.0,종로1·2·3·4가동,정상 지오코딩
83,종로구,청계천로 295,"신발상가A동,B동 사이",도로변(횡단보도 포함),담배꽁초 수거함,37.5700667,127.0106705,11010670.0,창신1동,정상 지오코딩
84,종로구,종로 160-3,다시세운상가 대로변,도로변(횡단보도 포함),일반쓰레기,37.5704649,126.9956413,11010610.0,종로1·2·3·4가동,정상 지오코딩
85,종로구,종로 160-3,다시세운상가 대로변,도로변(횡단보도 포함),재활용쓰레기,37.5704649,126.9956413,11010610.0,종로1·2·3·4가동,정상 지오코딩
86,종로구,율곡로3길 4 ,서울공예박물관 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5766112,126.9832613,11010540.0,삼청동,정상 지오코딩
87,종로구,율곡로3길 4 ,서울공예박물관 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5766112,126.9832613,11010540.0,삼청동,정상 지오코딩
88,종로구,운니동 98-7,종로웨니스센터 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5775648,126.9890013,11010610.0,종로1·2·3·4가동,정상 지오코딩
89,종로구,운니동 98-7,종로웨니스센터 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5775648,126.9890013,11010610.0,종로1·2·3·4가동,정상 지오코딩
90,종로구,율곡로 78,안국역 2번출구 앞,도로변(횡단보도 포함),일반쓰레기,37.5768173,126.9876493,11010610.0,종로1·2·3·4가동,정상 지오코딩
91,종로구,율곡로 78,안국역 2번출구 앞,도로변(횡단보도 포함),재활용쓰레기,37.5768173,126.9876493,11010610.0,종로1·2·3·4가동,정상 지오코딩
92,종로구,북촌로 51-1,북촌한옥마을입구.정세권활동터(01-556),"정류소(버스,택시 등)",일반쓰레기,37.5815262,126.9848842,11010600.0,가회동,정상 지오코딩
93,종로구,북촌로 51-1,북촌한옥마을입구.정세권활동터(01-556),"정류소(버스,택시 등)",재활용쓰레기,37.5815262,126.9848842,11010600.0,가회동,정상 지오코딩
94,종로구,북촌로 35 ,가회동 주민센터 앞 ,도로변(횡단보도 포함),일반쓰레기,37.5800509,126.9847891,11010600.0,가회동,정상 지오코딩
95,종로구,북촌로 35 ,가회동 주민센터 앞 ,도로변(횡단보도 포함),재활용쓰레기,37.5800509,126.9847891,11010600.0,가회동,정상 지오코딩
96,종로구,북촌로5가길 3,정독도서관 입구 옆,도로변(횡단보도 포함),일반쓰레기,37.5797469,126.9821945,11010540.0,삼청동,정상 지오코딩
97,종로구,북촌로5가길 3,정독도서관 입구 옆,도로변(횡단보도 포함),재활용쓰레기,37.5797469,126.9821945,11010540.0,삼청동,정상 지오코딩
98,종로구,삼청로 68 삼청파출소,삼청파출소 앞,도로변(횡단보도 포함),일반쓰레기,37.5815766,126.9813322,11010540.0,삼청동,정상 지오코딩
99,종로구,삼청로 68 삼청파출소,삼청파출소 앞,도로변(횡단보도 포함),재활용쓰레기,37.5815766,126.9813322,11010540.0,삼청동,정상 지오코딩
100,종로구,삼청로 104-1,삼청동주민센터(01-800),"정류소(버스,택시 등)",일반쓰레기,37.5846455,126.9823017,11010540.0,삼청동,정상 지오코딩
101,종로구,삼청로 104-1,삼청동주민센터(01-800),"정류소(버스,택시 등)",재활용쓰레기,37.5846455,126.9823017,11010540.0,삼청동,정상 지오코딩
102,종로구,서순라길 3,우수골드네트워크 맞은편,도로변(횡단보도 포함),담배꽁초 수거함,37.5708133,126.9937141,11010610.0,종로1·2·3·4가동,정상 지오코딩
103,종로구,서순라길 7,신화사 맞은편,도로변(횡단보도 포함),담배꽁초 수거함,37.5709889,126.9936764,11010610.0,종로1·2·3·4가동,정상 지오코딩
104,종로구,서순라길 21,와치114 맞은편,도로변(횡단보도 포함),담배꽁초 수거함,37.5716521,126.9936943,11010610.0,종로1·2·3·4가동,정상 지오코딩
105,종로구,종로 19,르메이에르종로타운 뒤편,도로변(횡단보도 포함),담배꽁초 수거함,37.5708445,126.9799237,11010610.0,종로1·2·3·4가동,정상 지오코딩
106,종로구,대학로 89,치휴한방병원 주차장 앞,도로변(횡단보도 포함),일반쓰레기,37.5792305,127.00181,11010640.0,이화동,정상 지오코딩
107,종로구,대학로 89,치휴한방병원 주차장 앞,도로변(횡단보도 포함),재활용쓰레기,37.5792305,127.00181,11010640.0,이화동,정상 지오코딩
108,종로구,연건동 28-2,"창경궁, 서울대병원 버스정류장(01-002)","정류소(버스,택시 등)",일반쓰레기,37.5807769,126.9992494,11010640.0,이화동,정상 지오코딩
109,종로구,연건동 28-2,"창경궁, 서울대병원 버스정류장(01-002)","정류소(버스,택시 등)",재활용쓰레기,37.5807769,126.9992494,11010640.0,이화동,정상 지오코딩
110,종로구,종로 200,종로5가 광장시장 버스정류장(01-020),"정류소(버스,택시 등)",일반쓰레기,37.5706771,126.9998895,11010610.0,종로1·2·3·4가동,정상 지오코딩
111,종로구,종로 200,종로5가 광장시장 버스정류장(01-020),"정류소(버스,택시 등)",재활용쓰레기,37.5706771,126.9998895,11010610.0,종로1·2·3·4가동,정상 지오코딩
112,종로구,명륜4가 196-2,명륜3가 성대입구 버스정류장(01-003),"정류소(버스,택시 등)",일반쓰레기,37.5826308,126.9983792,11010730.0,혜화동,정상 지오코딩
113,종로구,명륜4가 196-2,명륜3가 성대입구 버스정류장(01-003),"정류소(버스,택시 등)",재활용쓰레기,37.5826308,126.9983792,11010730.0,혜화동,정상 지오코딩
114,종로구,북촌로 58,코리아테크북촌 앞,도로변(횡단보도 포함),일반쓰레기,37.5819562,126.9853029,11010600.0,가회동,정상 지오코딩
115,종로구,북촌로 58,코리아테크북촌 앞,도로변(횡단보도 포함),재활용쓰레기,37.5819562,126.9853029,11010600.0,가회동,정상 지오코딩
116,종로구,종로3가 45-4,종로4가.종묘(01-017),"정류소(버스,택시 등)",일반쓰레기,37.570484,126.9936852,11010610.0,종로1·2·3·4가동,정상 지오코딩
117,종로구,종로3가 45-4,종로4가.종묘(01-017),"정류소(버스,택시 등)",재활용쓰레기,37.570484,126.9936852,11010610.0,종로1·2·3·4가동,정상 지오코딩
118,종로구,종로3가 45-4,종로4가.종묘(01-017),"정류소(버스,택시 등)",일반쓰레기,37.570484,126.9936852,11010610.0,종로1·2·3·4가동,정상 지오코딩
119,종로구,종로3가 45-4,종로4가.종묘(01-017),"정류소(버스,택시 등)",재활용쓰레기,37.570484,126.9936852,11010610.0,종로1·2·3·4가동,정상 지오코딩
120,종로구,종로4가 183,종로5가 광장시장 버스정류장(01-019),"정류소(버스,택시 등)",일반쓰레기,37.5707352,126.9984446,11010610.0,종로1·2·3·4가동,정상 지오코딩
121,종로구,종로4가 183,종로5가 광장시장 버스정류장(01-019),"정류소(버스,택시 등)",재활용쓰레기,37.5707352,126.9984446,11010610.0,종로1·2·3·4가동,정상 지오코딩
122,종로구,종로5가 11-2,종로6가.동대문종합시장(01-021),"정류소(버스,택시 등)",일반쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
123,종로구,종로5가 11-2,종로6가.동대문종합시장(01-021),"정류소(버스,택시 등)",재활용쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
124,종로구,혜화로 32,혜화초등학교 앞,도로변(횡단보도 포함),일반쓰레기,37.5891728,126.999928,11010730.0,혜화동,정상 지오코딩
125,종로구,혜화로 32,혜화초등학교 앞,도로변(횡단보도 포함),재활용쓰레기,37.5891728,126.999928,11010730.0,혜화동,정상 지오코딩
126,종로구,삼일대로 393-1,종로2가사거리(01-001),"정류소(버스,택시 등)",일반쓰레기,37.569773,126.9874197,11010610.0,종로1·2·3·4가동,정상 지오코딩
127,종로구,삼일대로 393-1,종로2가사거리(01-001),"정류소(버스,택시 등)",재활용쓰레기,37.569773,126.9874197,11010610.0,종로1·2·3·4가동,정상 지오코딩
128,종로구,종로347,동묘앞역 1번출구 앞,지하철역 입구,일반쓰레기,37.5740563,127.016,11010700.0,숭인1동,정상 지오코딩
129,종로구,종로 347,동묘앞역 1번출구 앞,지하철역 입구,재활용쓰레기,37.5740563,127.016,11010700.0,숭인1동,정상 지오코딩
130,종로구,종로 301-1,진고개 앞,도로변(횡단보도 포함),일반쓰레기,37.5721873,127.0111618,11010680.0,창신2동,정상 지오코딩
131,종로구,종로 301-1,진고개 앞,도로변(횡단보도 포함),재활용쓰레기,37.5721873,127.0111618,11010680.0,창신2동,정상 지오코딩
132,종로구,숭인동 1311,신설동역 11번출구,지하철역 입구,일반쓰레기,37.5757127,127.0227737,11010710.0,숭인2동,정상 지오코딩
133,종로구,숭인동 1311,신설동역 11번출구,지하철역 입구,일반쓰레기,37.5757127,127.0227737,11010710.0,숭인2동,정상 지오코딩
134,종로구,종로 294,KFC 동대문점,도로변(횡단보도 포함),일반쓰레기,37.5712625,127.0107154,11010670.0,창신1동,정상 지오코딩
135,종로구,종로 294,KFC 동대문점,도로변(횡단보도 포함),재활용쓰레기,37.5712625,127.0107154,11010670.0,창신1동,정상 지오코딩
136,종로구,사직로 103-4,가장맛있는족발 앞,상가지역,담배꽁초 수거함,37.5763942,126.9706074,11010530.0,사직동,정상 지오코딩
137,종로구,사직로 107,두드림 앞,상가지역,담배꽁초 수거함,37.5763322,126.9707595,11010530.0,사직동,정상 지오코딩
138,종로구,종로 311,우리은행 옆,도로변(횡단보도 포함),담배꽁초 수거함,37.5722966,127.0122624,11010680.0,창신2동,정상 지오코딩
139,종로구,자하문로1나길 7-17,심산애 앞,상가지역,담배꽁초 수거함,37.5766338,126.971011,11010530.0,사직동,정상 지오코딩
140,종로구,종로 394,농협은행 앞,도로변(횡단보도 포함),담배꽁초 수거함,37.5744774,127.0212317,11010710.0,숭인2동,정상 지오코딩
141,종로구,지봉로 43,"종로구민회관,창신동두산아파트(01-231)","정류소(버스,택시 등)",일반쓰레기,37.5740609,127.0154359,11010670.0,창신1동,정상 지오코딩
142,종로구,지봉로 43,"종로구민회관,창신동두산아파트(01-231)","정류소(버스,택시 등)",재활용쓰레기,37.5740609,127.0154359,11010670.0,창신1동,정상 지오코딩
143,종로구,효자동 68-1,효자동(01-112),"정류소(버스,택시 등)",일반쓰레기,37.5830774,126.9707443,11010720.0,청운효자동,정상 지오코딩
144,종로구,효자동 68-1,효자동(01-112),"정류소(버스,택시 등)",재활용쓰레기,37.5830774,126.9707443,11010720.0,청운효자동,정상 지오코딩
145,종로구,인사동길12,대일빌딩 앞,상가지역,일반쓰레기,37.5718962,126.9872306,11010610.0,종로1·2·3·4가동,정상 지오코딩
146,종로구,인사동길12,대일빌딩 앞,상가지역,재활용쓰레기,37.5718962,126.9872306,11010610.0,종로1·2·3·4가동,정상 지오코딩
147,종로구,창신동 204-14,동대문(흥인지문)I3(01-037),"정류소(버스,택시 등)",일반쓰레기,37.5721253,127.0122582,11010670.0,창신1동,정상 지오코딩
148,종로구,신문로2가 15,서울역사박물관.경희궁I3(01-007),"정류소(버스,택시 등)",일반쓰레기,37.5688773,126.9701736,11010530.0,사직동,정상 지오코딩
149,종로구,신문로2가 1-33,서울역사박물관.경희궁O3(01-008),"정류소(버스,택시 등)",일반쓰레기,37.5691527,126.9702075,11010530.0,사직동,정상 지오코딩
150,종로구,종로5가 11-2,종로6가.동대문종합시장(01-022),"정류소(버스,택시 등)",일반쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
151,종로구,종로5가 11-2,종로6가.동대문종합시장(01-022),"정류소(버스,택시 등)",재활용쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
152,종로구,종로5가 11-2,종로6가.동대문종합시장(01-022),"정류소(버스,택시 등)",일반쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
153,종로구,종로5가 11-2,종로6가.동대문종합시장(01-022),"정류소(버스,택시 등)",재활용쓰레기,37.5710806,127.0049737,11010630.0,종로5·6가동,정상 지오코딩
154,종로구,종로4가 32-8,종로4가.종묘(01-018),"정류소(버스,택시 등)",일반쓰레기,37.5707222,126.996534,11010610.0,종로1·2·3·4가동,정상 지오코딩
155,종로구,종로4가 32-8,종로4가.종묘(01-018),"정류소(버스,택시 등)",재활용쓰레기,37.5707222,126.996534,11010610.0,종로1·2·3·4가동,정상 지오코딩
156,종로구,종로4가 32-8,종로4가.종묘(01-018),"정류소(버스,택시 등)",일반쓰레기,37.5707222,126.996534,11010610.0,종로1·2·3·4가동,정상 지오코딩
157,종로구,종로4가 32-8,종로4가.종묘(01-018),"정류소(버스,택시 등)",재활용쓰레기,37.5707222,126.996534,11010610.0,종로1·2·3·4가동,정상 지오코딩
158,종로구,종로129,종로3가.탑골공원(01-016),"정류소(버스,택시 등)",일반쓰레기,37.5704266,126.9920293,11010610.0,종로1·2·3·4가동,정상 지오코딩
159,종로구,종로129,종로3가.탑골공원(01-016),"정류소(버스,택시 등)",재활용쓰레기,37.5704266,126.9920293,11010610.0,종로1·2·3·4가동,정상 지오코딩
160,종로구,종로129,종로3가.탑골공원(01-016),"정류소(버스,택시 등)",일반쓰레기,37.5704266,126.9920293,11010610.0,종로1·2·3·4가동,정상 지오코딩
161,종로구,종로129,종로3가.탑골공원(01-016),"정류소(버스,택시 등)",재활용쓰레기,37.5704266,126.9920293,11010610.0,종로1·2·3·4가동,정상 지오코딩
162,종로구,종로 73,종로2가(중)(01-013),"정류소(버스,택시 등)",일반쓰레기,37.5702043,126.9855194,11010610.0,종로1·2·3·4가동,정상 지오코딩
163,종로구,종로 73,종로2가(중)(01-013),"정류소(버스,택시 등)",재활용쓰레기,37.5702043,126.9855194,11010610.0,종로1·2·3·4가동,정상 지오코딩
164,종로구,종로 73,종로2가(중)(01-013),"정류소(버스,택시 등)",일반쓰레기,37.5702043,126.9855194,11010610.0,종로1·2·3·4가동,정상 지오코딩
165,종로구,종로 73,종로2가(중)(01-013),"정류소(버스,택시 등)",재활용쓰레기,37.5702043,126.9855194,11010610.0,종로1·2·3·4가동,정상 지오코딩
166,종로구,우정국로2길 32,올나잇 앞,상가지역,담배꽁초 수거함,37.5694357,126.9847734,11010610.0,종로1·2·3·4가동,정상 지오코딩
167,종로구,북촌로4길 7,재동초등학교 옆,도로변(횡단보도 포함),일반쓰레기,37.5799416,126.9855017,11010600.0,가회동,정상 지오코딩
168,종로구,북촌로4길 7,재동초등학교 옆,도로변(횡단보도 포함),재활용쓰레기,37.5799416,126.9855017,11010600.0,가회동,정상 지오코딩
169,종로구,돈화문로11다길 51,스튜디오제이 맞은편,도로변(횡단보도 포함),일반쓰레기,37.5736444,126.9892772,11010610.0,종로1·2·3·4가동,정상 지오코딩
