버스_정류소타입,ADM_CD
마을버스,11040690
마을버스,11040690
마을버스,11040690
마을버스,11040690
마을버스,11040690
중앙차로,11040700
중앙차로,11040700
중앙차로,11040700
일반차로,11040700
일반차로,11040700
일반차로,11040700
일반차로,11040700
일반차로,11040700
중앙차로,11040700
중앙차로,11040700
일반차로,11040700
일반차로,11040700
일반차로,11040710
일반차로,11040710
일반차로,11040710
일반차로,11040710
일반차로,11040710
일반차로,11040710
가로변시간,11040710
일반차로,11040710
일반차로,11040710
일반차로,11040710
일반차로,11040710
일반차로,11040710
일반차로,11040710
일반차로,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040710
마을버스,11040720
일반차로,11040720
일반차로,11040720
일반차로,11040720
일반차로,11040720
일반차로,11040720
일반차로,11040720
일반차로,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
마을버스,11040720
일반차로,11040720
마을버스,11040720
마을버스,11040720
한강선착장,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
가로변전일,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
일반차로,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
마을버스,11040730
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
마을버스,11050530
마을버스,11050530
마을버스,11050530
마을버스,11050530
일반차로,11050530
일반차로,11050530
일반차로,11050530
중앙차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
일반차로,11050540
중앙차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
일반차로,11050550
마을버스,11050550
일반차로,11050550
마을버스,11050550
중앙차로,11050560
중앙차로,11050560
일반차로,11050560
일반차로,11050560
일반차로,11050560
일반차로,11050560
일반차로,11050560
일반차로,11050560
일반차로,11050560
일반차로,11050560
일반차로,11050560
일반차로,11050560
마을버스,11050560
마을버스,11050560
마을버스,11050560
마을버스,11050560
마을버스,11050560
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
일반차로,11050570
마을버스,11050570
마을버스,11050570
마을버스,11050570
일반차로,11050570
마을버스,11050570
중앙차로,11050580
일반차로,11050580
일반차로,11050580
일반차로,11050580
일반차로,11050580
일반차로,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
일반차로,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
마을버스,11050580
