관리번호,설치목적구분,카메라대수,도로명주소,위도,경도,행정동코드,행정동,자치구,보정구분,보정거리_m
202630000000800463,생활방범,2,서울특별시 종로구 북촌로 134-1 (삼청공원),37.58785,126.9843,11010540.0,삼청동,종로구,원본정상,
202630000000800464,생활방범,2,서울특별시 종로구 북촌로 134-1 (삼청공원),37.58774,126.9839,11010540.0,삼청동,종로구,원본정상,
202630000000800465,생활방범,3,서울특별시 종로구 효자로 29 (마을마당공원),37.57865,126.9736,11010530.0,사직동,종로구,원본정상,
202630000000800991,생활방범,3,서울특별시 종로구 숭인동2길 30,37.57814,127.0202,11010710.0,숭인2동,종로구,원본정상,
202630000000800993,생활방범,3,서울특별시 종로구 난계로29길 49,37.5738,127.0204,11010710.0,숭인2동,종로구,원본정상,
202630000000800994,생활방범,3,서울특별시 종로구 숭인동1길 41,37.57657,127.0196,11010710.0,숭인2동,종로구,원본정상,
202630000000800995,생활방범,3,서울특별시 종로구 종로63가길 46,37.57607,127.0189,11010710.0,숭인2동,종로구,원본정상,
202630000000800327,생활방범,3,,37.57442,126.9822,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800854,생활방범,3,서울특별시 종로구 필운대로 33-7,37.57906,126.9683,11010720.0,청운효자동,종로구,원본정상,
202630000000800332,생활방범,2,,37.58421,126.9713,11010720.0,청운효자동,종로구,원본정상,
202630000000800333,생활방범,3,,37.58418,126.9717,11010720.0,청운효자동,종로구,원본정상,
202630000000800334,생활방범,3,,37.58395,126.9722,11010720.0,청운효자동,종로구,원본정상,
202630000000801010,생활방범,1,서울특별시 종로구 지봉로11길 34-1,37.57701,127.0135,11010690.0,창신3동,종로구,원본정상,
202630000000800829,생활방범,3,서울특별시 종로구 명륜7길 36,37.59028,126.9948,11010730.0,혜화동,종로구,원본정상,
202630000000800324,생활방범,3,,37.57351,126.9706,11010530.0,사직동,종로구,원본정상,
202630000000800426,생활방범,2,서울특별시 종로구 옥인동179-1,37.58337,126.9642,11010720.0,청운효자동,종로구,원본정상,
202630000000800427,생활방범,2,서울특별시 종로구 옥인동179-1,37.58326,126.9646,11010720.0,청운효자동,종로구,원본정상,
202630000000800940,생활방범,3,서울특별시 종로구 통일로 266,37.57609,126.9568,11010570.0,무악동,종로구,원본정상,
202630000000800939,생활방범,3,서울특별시 종로구 사직로1길 47,37.57419,126.9618,11010580.0,교남동,종로구,원본정상,
202630000000800962,생활방범,3,서울특별시 종로구 종로44길 29,37.57069,127.0119,11010670.0,창신1동,종로구,원본정상,
202630000000800325,생활방범,2,,37.5738,126.9702,11010530.0,사직동,종로구,원본정상,
202630000000800423,생활방범,2,서울특별시 종로구 사직동 산1-24(사직근린공원),37.57827,126.9634,11010530.0,사직동,종로구,원본정상,
202630000000800963,생활방범,3,서울특별시 종로구 지봉로11길 13,37.57678,127.0146,11010690.0,창신3동,종로구,원본정상,
202630000000800956,생활방범,3,서울특별시 종로구 창덕궁3길 33,37.58245,126.9884,11010600.0,가회동,종로구,원본정상,
202630000000800957,생활방범,3,서울특별시 종로구 세검정로9길 51,37.60526,126.9602,11010550.0,부암동,종로구,원본정상,
202630000000800958,생활방범,3,서울특별시 종로구 율곡로3길 49,37.57729,126.9825,11010540.0,삼청동,종로구,원본정상,
202630000000800421,생활방범,1,서울특별시 종로구 신문로2가 170-1,37.56936,126.9696,11010530.0,사직동,종로구,원본정상,
202630000000800422,생활방범,2,서울특별시 종로구 사직동 산1-24(사직근린공원),37.57835,126.9631,11010530.0,사직동,종로구,원본정상,
202630000000800326,생활방범,4,,37.57399,126.9699,11010530.0,사직동,종로구,원본정상,
202630000000800441,생활방범,2,서울특별시 종로구 성균관로 13길 (와룡공원),37.59115,126.9953,11010730.0,혜화동,종로구,원본정상,
202630000000800442,생활방범,2,서울특별시 종로구 자하문로 35길 (청운공원),37.58877,126.966,11010720.0,청운효자동,종로구,원본정상,
202630000000800443,생활방범,2,서울특별시 종로구 자하문로 35길 (청운공원),37.58882,126.9665,11010720.0,청운효자동,종로구,원본정상,
202630000000800445,생활방범,2,서울특별시 종로구 자하문로 35길 (청운공원),37.58845,126.9659,11010720.0,청운효자동,종로구,원본정상,
202630000000800444,생활방범,2,서울특별시 종로구 자하문로 35길 (청운공원),37.58861,126.9662,11010720.0,청운효자동,종로구,원본정상,
202630000000800309,생활방범,3,,37.57577,127.0006,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800310,생활방범,3,,37.57588,127.001,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800460,생활방범,2,서울특별시 종로구 내수동 73-3 (내수공원),37.5724,126.9718,11010530.0,사직동,종로구,원본정상,
202630000000800462,생활방범,2,서울특별시 종로구 북촌로 134-1 (삼청공원),37.58956,126.9834,11010540.0,삼청동,종로구,원본정상,
202630000000800461,생활방범,3,서울특별시 종로구 북촌로 134-1 (삼청공원),37.58987,126.9843,11010540.0,삼청동,종로구,원본정상,
202630000000800954,생활방범,3,서울특별시 종로구 수표로26길 22,37.57229,126.9903,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800955,생활방범,3,서울특별시 종로구 종로11길 9-20,37.5709,126.985,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800425,생활방범,2,서울특별시 종로구 옥인동179-1,37.58431,126.9647,11010720.0,청운효자동,종로구,원본정상,
202630000000800424,생활방범,3,서울특별시 종로구 인왕산로 172,37.58231,126.9647,11010720.0,청운효자동,종로구,원본정상,
202630000000800321,생활방범,3,,37.57863,126.9888,11010600.0,가회동,종로구,원본정상,
202630000000800322,생활방범,3,,37.57209,126.9717,11010530.0,사직동,종로구,원본정상,
202630000000800323,생활방범,3,,37.57259,126.9715,11010530.0,사직동,종로구,원본정상,
202630000000800961,생활방범,3,서울특별시 종로구 돈화문로9길 26,37.57171,126.9905,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800959,생활방범,4,서울특별시 종로구 자하문로 3,37.57653,126.9724,11010530.0,사직동,종로구,원본정상,
202630000000800960,생활방범,3,서울특별시 종로구 자하문로36길 16,37.59027,126.9683,11010720.0,청운효자동,종로구,원본정상,
202630000000800311,생활방범,3,,37.57145,126.9794,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800312,생활방범,3,,37.57157,126.9798,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800313,생활방범,3,,37.57137,126.9799,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800428,생활방범,2,서울특별시 종로구 옥인동183-4,37.58254,126.964,11010720.0,청운효자동,종로구,원본정상,
202630000000800314,생활방범,3,,37.57832,126.9889,11010600.0,가회동,종로구,원본정상,
202630000000800467,생활방범,3,서울특별시 종로구 필운대로 68 (세종마을 어린이놀이터),37.58221,126.9682,11010720.0,청운효자동,종로구,원본정상,
202630000000800468,생활방범,3,서울특별시 종로구 새문안로 79,37.57088,126.9737,11010530.0,사직동,종로구,원본정상,
202630000000800469,생활방범,3,서울특별시 종로구 새문안로 79,37.57108,126.9736,11010530.0,사직동,종로구,원본정상,
202630000000800473,생활방범,2,서울특별시 종로구 창신6가길 39 (산마루놀이터),37.57569,127.0124,11010690.0,창신3동,종로구,원본정상,
202630000000800470,생활방범,2,서울특별시 종로구 무악동 46-2100,37.57376,126.9601,11010570.0,무악동,종로구,원본정상,
202630000000800471,생활방범,2,서울특별시 종로구 창신6가길 39 (산마루놀이터),37.57569,127.0124,11010690.0,창신3동,종로구,원본정상,
202630000000800472,생활방범,2,서울특별시 종로구 창신6가길 39 (산마루놀이터),37.57569,127.0124,11010690.0,창신3동,종로구,원본정상,
202630000000800475,생활방범,2,서울특별시 종로구 창신6가길 39 (산마루놀이터),37.57569,127.0124,11010690.0,창신3동,종로구,원본정상,
202630000000800476,생활방범,2,서울특별시 종로구 창신6가길 39 (산마루놀이터),37.57569,127.0124,11010690.0,창신3동,종로구,원본정상,
202630000000800477,생활방범,2,서울특별시 종로구 동망산길 150 (숭인공원),37.57767,127.018,11010700.0,숭인1동,종로구,원본정상,
202630000000800478,생활방범,2,서울특별시 종로구 동망산길 150 (숭인공원),37.57804,127.0182,11080610.0,보문동,성북구,원본정상,
202630000000800870,생활방범,3,서울특별시 종로구 명륜6길 8-2,37.59008,126.9931,11010730.0,혜화동,종로구,원본정상,
202630000000800992,생활방범,2,서울특별시 종로구 종로58길 39,37.57154,127.0185,11010710.0,숭인2동,종로구,원본정상,
202630000000800474,생활방범,2,서울특별시 종로구 창신6가길 39 (산마루놀이터),37.57569,127.0124,11010690.0,창신3동,종로구,원본정상,
202630000000800868,생활방범,3,서울특별시 종로구 지봉로12길 9,37.57707,127.0162,11010700.0,숭인1동,종로구,원본정상,
202630000000800466,생활방범,3,서울특별시 종로구 효자로 29 (마을마당공원),37.57866,126.9737,11010530.0,사직동,종로구,원본정상,
202630000000800340,생활방범,2,,37.57515,126.9688,11010530.0,사직동,종로구,원본정상,
202630000000800147,교통단속,1,서울특별시 종로구 대학로 120,37.58187,127.0022,11010640.0,이화동,종로구,원본정상,
202630000000801216,생활방범,3,서울특별시 종로구 자하문로23길 19,37.5833,126.9692,11010720.0,청운효자동,종로구,원본정상,
202630000000800193,교통단속,1,서울특별시 종로구 통일로14길 6-5,37.57472,126.9585,11010570.0,무악동,종로구,원본정상,
202630000000800194,교통단속,1,서울특별시 종로구 사직로8길 4,37.57475,126.9702,11010530.0,사직동,종로구,원본정상,
202630000000800240,생활방범,4,,37.5878,126.9652,11010720.0,청운효자동,종로구,원본정상,
202630000000800241,생활방범,4,,37.58739,126.9649,11010720.0,청운효자동,종로구,원본정상,
202630000000800237,생활방범,3,,37.61498,126.9748,11010560.0,평창동,종로구,원본정상,
202630000000800238,생활방범,2,,37.61502,126.9744,11010560.0,평창동,종로구,원본정상,
202630000000800239,생활방범,4,,37.58826,126.9653,11010720.0,청운효자동,종로구,원본정상,
202630000000801168,생활방범,3,서울특별시 종로구 평창20길 51,37.61121,126.9701,11010560.0,평창동,종로구,원본정상,
202630000000800144,교통단속,2,서울특별시 종로구 대학로 64,37.57688,127.0024,11010640.0,이화동,종로구,원본정상,
202630000000800135,교통단속,1,서울특별시 종로구 종로5길 30,37.57142,126.9807,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800136,교통단속,1,서울특별시 종로구 돈화문로 45,37.5725,126.9915,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800137,교통단속,1,서울특별시 종로구 동숭길 101,37.58267,127.0039,11010640.0,이화동,종로구,원본정상,
202630000000800138,교통단속,1,서울특별시 종로구 동숭길 133,37.5835,127.0026,11010640.0,이화동,종로구,원본정상,
202630000000800139,교통단속,1,서울특별시 종로구 혜화로 50,37.58981,126.9993,11010730.0,혜화동,종로구,원본정상,
202630000000800140,교통단속,1,서울특별시 종로구 혜화로 63,37.59199,126.9993,11010730.0,혜화동,종로구,원본정상,
202630000000800141,교통단속,1,서울특별시 종로구 대명길 3,37.58344,127.0015,11010730.0,혜화동,종로구,원본정상,
202630000000800142,교통단속,1,서울특별시 종로구 대학로 156,37.58536,127.0017,11010730.0,혜화동,종로구,원본정상,
202630000000800143,교통단속,1,서울특별시 종로구 대학로 93,37.57961,127.002,11010640.0,이화동,종로구,원본정상,
202630000000800145,교통단속,1,서울특별시 종로구 삼청로 108,37.58504,126.9821,11010540.0,삼청동,종로구,원본정상,
202630000000800830,생활방범,4,서울특별시 종로구 성균관로3길 5,37.58361,126.9978,11010730.0,혜화동,종로구,원본정상,
202630000000800459,생활방범,2,서울특별시 종로구 내수동 73-3 (내수공원),37.5722,126.9717,11010530.0,사직동,종로구,원본정상,
202630000000800360,생활방범,2,,37.57096,126.9653,11010580.0,교남동,종로구,원본정상,
202630000000800361,생활방범,2,,37.57117,126.965,11010580.0,교남동,종로구,원본정상,
202630000000800362,생활방범,3,,37.6106,126.9777,11010560.0,평창동,종로구,원본정상,
202630000000801011,생활방범,1,서울특별시 종로구 지봉로11길 32,37.57696,127.0136,11010690.0,창신3동,종로구,원본정상,
202630000000800845,생활방범,3,서울특별시 종로구 필운대로1길 49,37.57803,126.9668,11010530.0,사직동,종로구,원본정상,
202630000000800363,생활방범,2,,37.61069,126.9779,11010560.0,평창동,종로구,원본정상,
202630000000800364,생활방범,2,,37.61018,126.9647,11010560.0,평창동,종로구,원본정상,
202630000000801012,생활방범,2,서울특별시 종로구 지봉로11길 30,37.57692,127.0138,11010690.0,창신3동,종로구,원본정상,
202630000000800855,생활방범,3,서울특별시 종로구 인사동7길 6,37.57305,126.9857,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800308,생활방범,3,,37.57561,127.0004,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800306,생활방범,3,,37.57137,126.9799,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800307,생활방범,3,,37.57145,126.9794,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800846,생활방범,3,서울특별시 종로구 자하문로41길 13,37.59709,126.9617,11010550.0,부암동,종로구,원본정상,
202630000000800847,생활방범,2,서울특별시 종로구 자하문로13길 14,37.5801,126.9705,11010720.0,청운효자동,종로구,원본정상,
202630000000800848,생활방범,3,서울특별시 종로구 율곡로10길 12,37.57684,126.9909,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800330,생활방범,3,,37.57722,126.9917,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800328,생활방범,3,,37.57708,126.9916,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800329,생활방범,3,,37.57734,126.9918,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800856,생활방범,3,서울특별시 종로구 창덕궁4길 12,37.58189,126.989,11010600.0,가회동,종로구,원본정상,
202630000000800885,생활방범,4,서울특별시 종로구 혜화로8길 4,37.5879,127.0001,11010730.0,혜화동,종로구,원본정상,
202630000000800822,생활방범,2,서울특별시 종로구 백석동길 75,37.59417,126.9687,11010550.0,부암동,종로구,원본정상,
202630000000800331,생활방범,2,,37.58422,126.9718,11010720.0,청운효자동,종로구,원본정상,
202630000000800849,생활방범,3,서울특별시 종로구 평창10길 5,37.60544,126.9674,11010560.0,평창동,종로구,원본정상,
202630000000800850,생활방범,3,서울특별시 종로구 돈화문로5가길 1,37.57084,126.9917,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800851,생활방범,3,서울특별시 종로구 통일로18가길 39,37.57755,126.96,11010570.0,무악동,종로구,원본정상,
202630000000800852,생활방범,3,서울특별시 종로구 백석동2길 35-1,37.59856,126.9703,11010550.0,부암동,종로구,원본정상,
202630000000800853,생활방범,4,서울특별시 종로구 창신동 611-36,37.58023,127.0105,11010680.0,창신2동,종로구,원본정상,
202630000000800886,생활방범,3,서울특별시 종로구 창신11길 61,37.57727,127.0116,11010680.0,창신2동,종로구,원본정상,
202630000000800857,생활방범,3,서울특별시 종로구 평창3길 13,37.60708,126.9642,11010560.0,평창동,종로구,원본정상,
202630000000800368,생활방범,2,,37.60667,126.9682,11010560.0,평창동,종로구,원본정상,
202630000000800370,생활방범,2,,37.61259,126.9589,11010560.0,평창동,종로구,원본정상,
202630000000800887,생활방범,3,서울특별시 종로구 창경궁로26길 28,37.5818,126.9992,11010730.0,혜화동,종로구,원본정상,
202630000000800365,생활방범,2,,37.57436,127.0002,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800366,생활방범,2,,37.60623,126.9678,11010560.0,평창동,종로구,원본정상,
202630000000800367,생활방범,3,,37.6065,126.968,11010560.0,평창동,종로구,원본정상,
202630000000800828,생활방범,1,서울특별시 종로구 명륜7길 40,37.59036,126.9951,11010730.0,혜화동,종로구,원본정상,
202630000000800823,생활방범,4,서울특별시 종로구 혜화로 2,37.58605,127.0008,11010730.0,혜화동,종로구,원본정상,
202630000000800824,생활방범,3,서울특별시 종로구 혜화로6길 32,37.58809,127.0013,11010730.0,혜화동,종로구,원본정상,
202630000000800825,생활방범,3,서울특별시 종로구 혜화로12길 14-9,37.58944,127.0006,11010730.0,혜화동,종로구,원본정상,
202630000000800826,생활방범,5,서울특별시 종로구 명륜7길 14,37.59046,126.9939,11010730.0,혜화동,종로구,원본정상,
202630000000800827,생활방범,3,서울특별시 종로구 명륜3길 49-4,37.58974,126.9926,11010730.0,혜화동,종로구,원본정상,
202630000000801030,생활방범,2,서울특별시 종로구 종로53길 21-4,37.57339,127.0135,11010670.0,창신1동,종로구,원본정상,
202630000000801031,생활방범,2,서울특별시 종로구 종로51길 37,37.57359,127.0112,11010680.0,창신2동,종로구,원본정상,
202630000000800935,생활방범,3,서울특별시 종로구 동숭4라길 9,37.58403,127.0058,11010640.0,이화동,종로구,원본정상,
202630000000800433,생활방범,2,서울특별시 종로구 창신동 23-362(창신어린이공원),37.57812,127.0128,11010690.0,창신3동,종로구,원본정상,
202630000000800434,생활방범,3,서울특별시 종로구 동망산길 150 (숭인공원),37.57829,127.0176,11010700.0,숭인1동,종로구,원본정상,
202630000000801084,생활방범,2,서울특별시 종로구 충신길 31,37.57421,127.0079,11010630.0,종로5·6가동,종로구,원본정상,
202630000000801085,생활방범,2,서울특별시 종로구 충신4나길 5,37.57605,127.0079,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800034,교통단속,3,서울특별시 종로구 자하문로33길 22-1 (청운초교 후문),37.58627,126.9686,11010720.0,청운효자동,종로구,원본정상,
202630000000800541,생활방범,2,서울특별시 종로구 옥인동 185-3 (수성동계곡),37.58242,126.9623,11010720.0,청운효자동,종로구,원본정상,
202630000000800542,생활방범,2,서울특별시 종로구 옥인동 185-3 (수성동계곡),37.58251,126.9639,11010720.0,청운효자동,종로구,원본정상,
202630000000800436,생활방범,2,서울특별시 종로구 누산동 산 1-29(유아숲체험),37.57888,126.9626,11010720.0,청운효자동,종로구,원본정상,
202630000000800435,생활방범,2,서울특별시 종로구 숭인동 605 (숭인어린이놀이터),37.57789,127.0205,11010710.0,숭인2동,종로구,원본정상,
202630000000800437,생활방범,2,서울특별시 종로구 누산동 산 1-29(유아숲체험),37.57852,126.9631,11010530.0,사직동,종로구,원본정상,
202630000000800546,생활방범,2,서울특별시 종로구 명륜3가 산 2-11 (와룡공원),37.59121,126.99,11010730.0,혜화동,종로구,원본정상,
202630000000800547,생활방범,2,서울특별시 종로구 명륜3가 산 2-11 (와룡공원),37.59128,126.9945,11010730.0,혜화동,종로구,원본정상,
202630000000800543,생활방범,2,서울특별시 종로구 옥인동 185-3 (수성동계곡),37.58217,126.9637,11010720.0,청운효자동,종로구,원본정상,
202630000000800544,생활방범,2,서울특별시 종로구 명륜3가 산 2-11 (와룡공원),37.59216,126.9961,11080810.0,성북동,성북구,원본정상,
202630000000800545,생활방범,2,서울특별시 종로구 명륜3가 산 2-11 (와룡공원),37.59185,126.9929,11010730.0,혜화동,종로구,원본정상,
202630000000800438,생활방범,2,서울특별시 종로구 누산동 산 1-29(유아숲체험),37.57877,126.9629,11010720.0,청운효자동,종로구,원본정상,
202630000000800439,생활방범,2,서울특별시 종로구 성균관로 13길 (와룡공원),37.59163,126.9951,11010730.0,혜화동,종로구,원본정상,
202630000000800440,생활방범,2,서울특별시 종로구 성균관로 13길 (와룡공원),37.59139,126.9954,11010730.0,혜화동,종로구,원본정상,
202630000000801083,생활방범,3,서울특별시 종로구 종로41길 48,37.57344,127.0062,11010630.0,종로5·6가동,종로구,원본정상,
202630000000801082,생활방범,3,서울특별시 종로구 충신길 78,37.57613,127.007,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800932,생활방범,3,서울특별시 종로구 대학로14길 17,37.58411,127.0026,11010730.0,혜화동,종로구,원본정상,
202630000000800933,생활방범,4,서울특별시 종로구 명륜길 2,37.5878,126.9966,11010730.0,혜화동,종로구,원본정상,
202630000000800934,생활방범,1,서울특별시 종로구 동숭4라길17-1,37.5838,127.0059,11010640.0,이화동,종로구,원본정상,
202630000000800554,생활방범,4,서울특별시 종로구 명륜길 45,37.58902,126.9947,11010730.0,혜화동,종로구,원본정상,
202630000000800555,생활방범,3,서울특별시 종로구 명륜4가길 16-26,37.59026,126.9945,11010730.0,혜화동,종로구,원본정상,
202630000000800556,생활방범,3,서울특별시 종로구 사직로 112,37.57585,126.9712,11010530.0,사직동,종로구,원본정상,
202630000000800432,생활방범,2,서울특별시 종로구 옥인동 2-3 군인아파트,37.58268,126.9694,11010720.0,청운효자동,종로구,원본정상,
202630000000800565,생활방범,3,서울특별시 종로구 종로31길 46-1,37.57276,126.999,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800570,생활방범,2,서울특별시 종로구 인사동11길 19,37.57378,126.9839,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800576,생활방범,2,서울특별시 종로구 효자로 5,37.57652,126.9734,11010530.0,사직동,종로구,원본정상,
202630000000800577,생활방범,4,서울특별시 종로구 자하문로6길 11,37.57812,126.9727,11010530.0,사직동,종로구,원본정상,
202630000000801100,생활방범,1,서울특별시 종로구 인사동길 24,37.57293,126.9862,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000801101,생활방범,3,서울특별시 종로구 인사동길 24,37.57293,126.9862,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000801102,생활방범,1,서울특별시 종로구 인사동길 9,37.57173,126.987,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000801103,생활방범,2,서울특별시 종로구 인사동길 11-1,37.57173,126.987,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800041,교통단속,2,서울특별시 종로구 북촌로4길 27 (재동초교),37.57937,126.9867,11010600.0,가회동,종로구,원본정상,
202630000000801148,생활방범,2,서울특별시 종로구 사직로2길 8,37.57267,126.9642,11010580.0,교남동,종로구,원본정상,
202630000000801149,생활방범,2,서울특별시 종로구 통일로16길 13,37.57646,126.9566,11010570.0,무악동,종로구,원본정상,
202630000000801150,생활방범,3,서울특별시 종로구 통일로12길 92-1,37.57647,126.962,11010570.0,무악동,종로구,원본정상,
202630000000801151,생활방범,3,서울특별시 종로구 통일로12길 23,37.57381,126.9605,11010570.0,무악동,종로구,원본정상,
202630000000800653,생활방범,3,서울특별시 종로구 종로 269-9,37.5716,127.0079,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800578,생활방범,3,서울특별시 종로구 명륜9길 16,37.59121,126.9938,11010730.0,혜화동,종로구,원본정상,
202630000000800579,생활방범,2,서울특별시 종로구 명륜10길 16-1,37.59061,126.9914,11010730.0,혜화동,종로구,원본정상,
202630000000800235,생활방범,3,,37.61274,126.9706,11010560.0,평창동,종로구,원본정상,
202630000000800236,생활방범,3,,37.61261,126.9702,11010560.0,평창동,종로구,원본정상,
202630000000800580,생활방범,3,서울특별시 종로구 성균관로 25-2,37.59018,126.9908,11010730.0,혜화동,종로구,원본정상,
202630000000800581,생활방범,3,서울특별시 종로구 성균관로 25-2,37.59001,126.9907,11010730.0,혜화동,종로구,원본정상,
202630000000800617,생활방범,3,서울특별시 종로구 성균관로 13길 69-1,37.59116,126.9946,11010730.0,혜화동,종로구,원본정상,
202630000000800618,생활방범,2,서울특별시 종로구 지봉로 13길 64-2,37.57776,127.013,11010690.0,창신3동,종로구,원본정상,
202630000000800582,생활방범,3,서울특별시 종로구 평창5길 33,37.6139,126.9652,11010560.0,평창동,종로구,원본정상,
202630000000800619,생활방범,3,서울특별시 종로구 삼청로9길 39,37.58822,126.981,11010540.0,삼청동,종로구,원본정상,
202630000000800220,생활방범,3,서울특별시 종로구 삼청동 산2-1번지 인근,37.59141,126.9849,11010540.0,삼청동,종로구,원본정상,
202630000000800602,생활방범,3,서울특별시 종로구 수표로22길 22,37.57126,126.9904,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800603,생활방범,4,서울특별시 종로구 지봉로12가길 39,37.57529,127.017,11010700.0,숭인1동,종로구,원본정상,
202630000000800616,생활방범,3,서울특별시 종로구 율곡로 27길 15-7,37.57493,127.0071,11010630.0,종로5·6가동,종로구,원본정상,
202630000000800583,생활방범,3,서울특별시 종로구 윤보선길 32,37.57769,126.9837,11010540.0,삼청동,종로구,원본정상,
202630000000800584,생활방범,4,서울특별시 종로구 성균관로1길 5,37.58342,126.9983,11010730.0,혜화동,종로구,원본정상,
202630000000800132,교통단속,1,서울특별시 종로구 혜화로 12,37.58655,127.0001,11010730.0,혜화동,종로구,원본정상,
202630000000800133,교통단속,1,서울특별시 종로구 혜화로 1,37.58592,127.001,11010730.0,혜화동,종로구,원본정상,
202630000000800134,교통단속,1,서울특별시 종로구 효자로 37,37.57936,126.9739,11010720.0,청운효자동,종로구,원본정상,
202630000000800146,교통단속,1,서울특별시 종로구 새문안로9길 9,37.57076,126.976,11010530.0,사직동,종로구,원본정상,
202630000000800299,생활방범,3,,37.57145,126.9794,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800300,생활방범,3,,37.57145,126.9794,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800301,생활방범,3,,37.57157,126.9798,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800302,생활방범,3,,37.58012,127.003,11010640.0,이화동,종로구,원본정상,
202630000000800303,생활방범,3,,37.58012,127.0013,11010640.0,이화동,종로구,원본정상,
202630000000800304,생활방범,3,,37.57145,126.9794,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800305,생활방범,3,,37.57157,126.9798,11010610.0,종로1·2·3·4가동,종로구,원본정상,
202630000000800948,생활방범,3,서울특별시 종로구 창신8길 42-2,37.57762,127.0109,11010680.0,창신2동,종로구,원본정상,
202630000000800949,생활방범,4,서울특별시 종로구 혜화로12길 24,37.59004,127.0001,11010730.0,혜화동,종로구,원본정상,
202630000000800931,생활방범,4,서울특별시 종로구 창신5라길 23-2,37.57416,127.0131,11010670.0,창신1동,종로구,원본정상,
202630000000800925,생활방범,2,서울특별시 종로구 경희궁길 10,37.57123,126.972,11010530.0,사직동,종로구,원본정상,
202630000000800926,생활방범,4,서울특별시 종로구 난계로25길 68,37.5719,127.0193,11010710.0,숭인2동,종로구,원본정상,
202630000000800927,생활방범,3,서울특별시 종로구 종로57길 22,37.5742,127.0166,11010700.0,숭인1동,종로구,원본정상,
202630000000800928,생활방범,3,서울특별시 종로구 지봉로13가길 38,37.57741,127.0132,11010690.0,창신3동,종로구,원본정상,
202630000000800929,생활방범,1,서울특별시 종로구 창신길 121,37.57676,127.0102,11010680.0,창신2동,종로구,원본정상,
202630000000800950,생활방범,4,서울특별시 종로구 창경궁로35가길 22,37.58743,127.0007,11010730.0,혜화동,종로구,원본정상,
202630000000800951,생활방범,3,서울특별시 종로구 대학로5길 16,37.57854,127.0011,11010640.0,이화동,종로구,원본정상,
202630000000800930,생활방범,4,서울특별시 종로구 창신8길 3,37.57676,127.0102,11010680.0,창신2동,종로구,원본정상,
202630000000800982,생활방범,3,서울특별시 종로구 평창24길 24,37.60903,126.9764,11010560.0,평창동,종로구,원본정상,
202630000000800983,생활방범,3,서울특별시 종로구 세검정로 260,37.60164,126.9614,11010550.0,부암동,종로구,원본정상,
202630000000800984,생활방범,5,서울특별시 종로구 종로65길 20-14,37.57571,127.0207,11010710.0,숭인2동,종로구,원본정상,
202630000000800351,생활방범,3,서울특별시 종로구 사직동 산 1-6 인근,37.57396,126.9636,11010580.0,교남동,종로구,원본정상,
202630000000800352,생활방범,3,,37.59227,126.9646,11010550.0,부암동,종로구,원본정상,
202630000000800353,생활방범,3,,37.56926,126.975,11010530.0,사직동,종로구,원본정상,
202630000000801004,생활방범,2,서울특별시 종로구 지봉로12길 31,37.57763,127.0165,11010700.0,숭인1동,종로구,원본정상,
202630000000801006,생활방범,3,서울특별시 종로구 지봉로12가길 9,37.57669,127.0168,11010700.0,숭인1동,종로구,원본정상,
